Código mes ;mes;Código de CA;Comunidad Autónoma;Codigo Provincia;Provincia;Codigo Municipio; Municipio;total Paro Registrado;Paro hombre edad < 25;Paro hombre edad 25 -45 ;Paro hombre edad >=45;Paro mujer edad < 25;Paro mujer edad 25 -45 ;Paro mujer edad >=45;Paro Agricultura;Paro Industria;Paro Construcción;Paro Servicios;Paro Sin empleo Anterior
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03074;Granja de Rocamora;152;<5;25;21;9;44;51;6;24;5;109;8
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03075;Castell de Guadalest, el;11;0;<5;<5;0;<5;6;0;0;0;11;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03076;Guardamar del Segura;987;21;144;244;17;243;318;29;61;83;790;24
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03077;Fondó de les Neus, el/Hondón de las Nieves;125;<5;13;37;<5;29;42;16;24;5;69;11
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03078;Hondón de los Frailes;61;<5;12;17;0;17;14;<5;5;11;40;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03079;Ibi;1775;45;185;337;43;361;804;39;661;94;888;93
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03080;Jacarilla;144;<5;23;30;<5;26;59;<5;34;12;84;10
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03081;Xaló;124;7;10;39;<5;30;37;<5;5;8;101;9
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03082;Jávea/Xàbia;1268;33;177;324;35;273;426;13;49;141;1001;64
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03083;Jijona/Xixona;296;14;45;75;14;54;94;7;94;21;150;24
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03084;Lorcha/Orxa, l';29;<5;<5;11;0;<5;13;0;12;<5;15;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03085;Llíber;23;0;<5;<5;<5;<5;9;0;0;<5;18;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03086;Millena;12;<5;<5;<5;0;<5;<5;0;<5;<5;8;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03088;Monforte del Cid;534;20;85;126;20;158;125;144;56;42;242;50
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03089;Monóvar/Monòver;1097;18;152;250;22;221;434;50;315;84;571;77
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03090;Mutxamel;1534;39;219;372;35;326;543;35;122;134;1172;71
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03091;Murla;23;0;5;<5;<5;5;8;0;<5;<5;16;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03092;Muro de Alcoy;640;13;79;139;15;148;246;17;162;34;395;32
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03093;Novelda;2123;68;329;501;71;464;690;344;393;151;1047;188
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03094;Nucia, la;979;39;133;205;22;211;369;16;34;69;845;15
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03095;Ondara;496;11;71;134;7;103;170;9;25;57;380;25
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03096;Onil;563;19;72;111;14;122;225;13;235;25;253;37
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03097;Orba;84;<5;12;20;<5;21;26;<5;<5;<5;74;5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03098;Orxeta;53;<5;<5;17;0;14;17;0;<5;8;39;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03099;Orihuela;4896;136;660;1152;164;1095;1689;304;462;612;3154;364
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03100;Parcent;37;<5;<5;10;0;10;13;0;<5;<5;32;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03101;Pedreguer;470;12;56;137;10;96;159;7;45;43;356;19
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03102;Pego;536;22;79;123;15;135;162;33;46;49;388;20
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03103;Penàguila;16;0;<5;5;<5;<5;<5;<5;<5;<5;11;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03104;Petrer;3019;87;311;629;85;551;1356;65;998;166;1621;169
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03105;Pinós, el/Pinoso;503;15;64;111;9;134;170;44;116;30;258;55
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03106;Planes;31;<5;<5;13;0;<5;9;<5;5;7;15;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03107;Polop;257;6;35;63;6;60;87;9;6;30;207;5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03109;Rafal;354;10;48;69;15;93;119;18;36;65;189;46
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03110;Ràfol d'Almúnia, El;27;<5;<5;5;<5;6;11;0;0;<5;23;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03111;Redován;657;13;87;151;22;153;231;33;81;84;401;58
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03112;Relleu;57;5;7;18;0;12;15;<5;5;9;37;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03113;Rojales;614;23;89;139;17;137;209;24;46;65;460;19
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03114;Romana, la;140;<5;15;47;<5;33;38;21;34;12;62;11
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03115;Sagra;21;<5;<5;5;<5;5;6;0;<5;6;13;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03116;Salinas;144;6;15;36;7;28;52;<5;36;<5;97;6
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03117;Sanet y Negrals;31;<5;<5;6;0;6;15;0;<5;5;23;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03118;San Fulgencio;357;8;49;109;6;74;111;9;35;41;250;22
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03119;Sant Joan d'Alacant;1558;49;222;357;40;323;567;15;73;157;1231;82
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03120;San Miguel de Salinas;342;10;48;71;13;67;133;13;14;32;267;16
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03121;Santa Pola;2531;52;311;585;60;558;965;22;208;178;2048;75
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03122;San Vicente del Raspeig/Sant Vicent del Raspeig;4378;117;633;945;119;1006;1558;66;314;401;3333;264
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03123;Sax;814;26;113;174;40;165;296;40;242;51;407;74
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03124;Sella;32;<5;6;12;0;5;8;<5;<5;<5;26;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03125;Senija;39;0;<5;13;<5;8;12;<5;<5;6;28;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03127;Tàrbena;27;<5;5;13;<5;<5;5;<5;<5;<5;23;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03128;Teulada;408;16;63;99;9;101;120;17;22;52;303;14
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03129;Tibi;103;<5;11;31;<5;15;41;<5;20;11;64;5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03130;Tollos;<5;0;<5;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03131;Tormos;14;0;<5;<5;<5;<5;7;0;0;<5;13;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03132;Torremanzanas/Torre de les Maçanes, la;41;<5;7;13;0;7;13;<5;14;<5;23;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03133;Torrevieja;7957;185;974;2035;198;1801;2764;161;302;893;6411;190
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03134;Vall d'Alcalà, la;10;<5;<5;<5;0;0;6;<5;<5;<5;5;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03135;Vall d'Ebo, la;13;<5;<5;<5;0;<5;5;0;<5;<5;9;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03136;Vall de Gallinera;28;0;7;7;<5;<5;9;<5;<5;<5;25;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03137;Vall de Laguar, la;46;<5;8;13;<5;<5;19;0;<5;0;43;0
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03138;Verger, el;327;10;40;87;7;67;116;<5;10;48;251;15
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03139;Villajoyosa/Vila Joiosa, la;2698;80;371;670;70;584;923;47;137;281;2127;106
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03140;Villena;2798;120;343;526;78;599;1132;214;593;145;1497;349
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03901;Poblets, els;94;<5;10;25;<5;16;38;<5;5;9;76;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03902;Pilar de la Horadada;1039;43;159;201;47;278;311;90;50;115;763;21
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03903;Montesinos, Los;325;13;44;66;10;95;97;15;15;35;257;<5
202301;Enero de 2023;10;Comunitat Valenciana;3;Alicante/Alacant;03904;San Isidro;178;6;23;36;<5;45;66;8;34;13;115;8
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12001;Atzeneta del Maestrat;59;<5;6;17;<5;10;19;7;7;<5;42;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12002;Aín;6;0;<5;<5;<5;<5;<5;<5;0;<5;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12003;Albocàsser;54;<5;8;10;<5;17;13;5;6;6;35;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12004;Alcalà de Xivert;310;5;38;65;11;88;103;11;29;23;218;29
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12005;Alcora, l';679;24;91;147;19;136;262;36;236;39;348;20
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12006;Alcudia de Veo;13;<5;<5;5;0;<5;<5;<5;<5;<5;6;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12007;Alfondeguilla;33;<5;<5;10;<5;6;11;5;<5;<5;18;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12008;Algimia de Almonacid;18;0;5;7;<5;<5;<5;0;<5;<5;14;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12009;Almazora/Almassora;1813;81;244;373;71;490;554;33;234;149;1239;158
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12010;Almedíjar;7;0;<5;<5;0;0;<5;<5;<5;0;5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12011;Almenara;231;16;33;56;<5;56;66;5;21;12;182;11
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12012;Altura;202;6;23;49;7;42;75;7;22;20;143;10
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12013;Arañuel;7;0;<5;<5;0;<5;<5;<5;0;0;6;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12014;Ares del Maestrat;5;0;<5;<5;0;0;<5;<5;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12015;Argelita;9;0;<5;<5;<5;<5;0;6;<5;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12016;Artana;47;<5;6;9;<5;13;14;<5;10;<5;28;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12017;Ayódar;13;0;<5;<5;0;<5;8;<5;<5;0;7;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12018;Azuébar;18;0;<5;7;0;<5;5;6;0;<5;10;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12020;Barracas;9;<5;<5;<5;0;<5;<5;<5;0;<5;5;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12021;Betxí;192;14;30;35;7;47;59;10;39;8;130;5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12022;Bejís;16;0;<5;<5;0;<5;7;<5;<5;<5;12;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12024;Benafer;16;0;0;6;0;<5;6;0;<5;<5;12;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12025;Benafigos;5;0;<5;<5;0;0;<5;0;0;0;5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12026;Benasal;53;<5;6;14;0;10;20;<5;16;6;23;5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12027;Benicarló;1534;58;196;341;61;385;493;109;113;94;1124;94
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12028;Benicasim/Benicàssim;756;16;99;215;23;129;274;7;101;52;555;41
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12029;Benlloch;58;<5;10;14;<5;14;13;<5;10;<5;37;6
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12031;Borriol;308;6;37;59;10;65;131;6;50;13;220;19
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12032;Borriana/Burriana;2191;80;289;430;74;593;725;77;227;151;1494;242
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12033;Cabanes;158;<5;20;44;7;42;42;14;28;7;97;12
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12034;Càlig;94;<5;16;17;<5;25;30;5;12;5;66;6
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12036;Canet lo Roig;29;<5;<5;7;0;6;12;<5;6;0;21;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12037;Castell de Cabres;0;0;0;0;0;0;0;0;0;0;0;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12038;Castellfort;6;0;<5;<5;0;<5;<5;<5;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12039;Castellnovo;37;<5;5;11;<5;6;11;<5;<5;<5;27;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12040;Castellón de la Plana/Castelló de la Plana;13052;505;1795;2842;438;2989;4483;274;1458;1082;8929;1309
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12041;Castillo de Villamalefa;<5;<5;0;<5;0;0;<5;<5;0;<5;<5;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12042;Catí;10;<5;<5;<5;0;<5;<5;0;0;<5;9;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12043;Caudiel;33;0;8;7;<5;8;9;<5;<5;<5;25;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12044;Cervera del Maestre;27;0;<5;9;0;<5;13;<5;<5;<5;18;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12045;Cinctorres;18;0;5;5;0;<5;7;<5;5;<5;8;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12046;Cirat;15;0;5;5;0;<5;<5;<5;<5;<5;9;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12048;Cortes de Arenoso;17;<5;<5;<5;0;<5;7;<5;5;0;8;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12049;Costur;27;<5;<5;6;<5;6;7;<5;9;<5;14;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12050;Coves de Vinromà, les;94;<5;16;21;<5;27;24;<5;21;7;50;15
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12051;Culla;12;<5;0;<5;<5;<5;5;0;<5;<5;10;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12052;Chert/Xert;13;0;<5;<5;0;<5;<5;<5;<5;<5;7;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12053;Chilches/Xilxes;118;5;18;36;6;26;27;7;13;5;84;9
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12055;Chodos/Xodos;6;<5;<5;<5;0;<5;0;<5;<5;<5;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12056;Chóvar;21;0;5;7;<5;<5;6;0;<5;<5;17;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12057;Eslida;27;<5;<5;8;<5;7;7;<5;<5;<5;19;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12058;Espadilla;<5;0;0;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12059;Fanzara;12;0;0;<5;<5;<5;7;0;0;0;12;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12060;Figueroles;29;0;<5;7;<5;7;11;6;7;<5;15;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12061;Forcall;17;0;<5;<5;0;<5;8;0;<5;0;15;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12063;Fuente la Reina;<5;0;<5;0;<5;0;<5;0;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12064;Fuentes de Ayódar;<5;0;0;0;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12065;Gaibiel;9;0;<5;6;0;0;0;<5;0;0;8;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12067;Geldo;48;6;11;5;<5;10;14;<5;7;<5;31;6
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12068;Herbés;<5;<5;<5;0;0;0;0;0;0;<5;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12069;Higueras;<5;0;<5;0;<5;0;<5;0;0;<5;<5;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12070;Jana, la;30;0;<5;6;0;9;13;<5;<5;<5;20;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12071;Jérica;120;<5;21;21;6;40;28;<5;10;5;79;23
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12072;Lucena del Cid;65;<5;10;14;<5;18;19;6;13;<5;40;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12073;Ludiente;7;0;0;<5;0;<5;<5;<5;<5;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12074;Llosa, la;54;8;5;<5;7;21;11;0;<5;<5;46;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12075;Mata de Morella, la;<5;0;0;<5;0;<5;<5;0;0;0;<5;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12076;Matet;9;0;<5;<5;0;<5;<5;<5;<5;<5;5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12077;Moncofa;351;15;45;74;19;85;113;5;36;15;271;24
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12078;Montán;15;<5;<5;<5;<5;<5;<5;<5;0;0;12;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12079;Montanejos;12;0;<5;<5;<5;<5;<5;0;<5;0;11;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12080;Morella;58;<5;17;14;<5;7;17;<5;6;<5;44;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12081;Navajas;42;0;<5;15;0;10;15;<5;<5;<5;36;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12082;Nules;536;25;74;103;33;150;151;15;77;29;355;60
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12083;Olocau del Rey;0;0;0;0;0;0;0;0;0;0;0;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12084;Onda;1728;107;232;341;70;407;571;28;383;93;1147;77
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12085;Oropesa del Mar/Orpesa;663;18;75;187;14;155;214;9;46;54;495;59
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12087;Palanques;<5;0;<5;0;0;0;0;0;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12088;Pavías;0;0;0;0;0;0;0;0;0;0;0;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12089;Peníscola/Peñíscola;364;8;47;80;8;104;117;16;16;21;296;15
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12090;Pina de Montalgrao;5;0;<5;0;0;<5;<5;<5;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12091;Portell de Morella;<5;0;<5;0;0;<5;<5;<5;<5;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12092;Puebla de Arenoso;7;0;<5;<5;0;0;<5;<5;<5;0;5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12093;Pobla de Benifassà, la;12;<5;<5;<5;0;0;<5;<5;<5;<5;<5;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12094;Pobla Tornesa, la;72;<5;7;23;<5;14;22;0;16;5;50;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12095;Ribesalbes;59;6;6;9;<5;11;26;<5;17;<5;36;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12096;Rossell;66;0;11;19;<5;7;28;6;12;<5;43;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12097;Sacañet;<5;0;0;<5;0;<5;<5;<5;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12098;Salzadella, la;32;0;<5;10;0;11;8;<5;11;<5;16;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12099;Sant Jordi/San Jorge;65;<5;8;23;0;11;21;<5;<5;6;49;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12100;Sant Mateu;90;<5;12;24;5;18;27;11;9;10;60;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12101;San Rafael del Río;20;<5;0;7;0;6;6;<5;<5;<5;13;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12102;Santa Magdalena de Pulpis;44;<5;<5;12;0;9;17;<5;<5;<5;31;6
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12103;Sarratella;<5;<5;0;<5;0;0;<5;0;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12104;Segorbe;522;14;79;91;19;135;184;30;57;24;376;35
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12105;Sierra Engarcerán;34;<5;<5;11;<5;7;11;<5;5;0;26;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12106;Soneja;68;<5;8;18;<5;15;23;<5;5;<5;57;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12107;Sot de Ferrer;21;<5;<5;8;<5;0;6;<5;<5;<5;13;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12108;Sueras/Suera;26;<5;0;<5;0;11;8;<5;<5;<5;18;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12109;Tales;52;7;6;10;<5;6;21;<5;10;<5;34;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12110;Teresa;18;<5;<5;8;<5;<5;<5;8;0;<5;8;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12111;Tírig;14;<5;<5;<5;0;5;<5;<5;<5;0;10;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12112;Todolella;8;0;<5;<5;0;<5;<5;<5;<5;<5;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12113;Toga;6;<5;0;0;<5;<5;<5;0;0;0;6;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12114;Torás;13;0;<5;7;<5;<5;<5;<5;<5;<5;6;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12115;Toro, El;9;0;<5;<5;<5;<5;<5;<5;0;0;6;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12116;Torralba del Pinar;0;0;0;0;0;0;0;0;0;0;0;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12117;Torreblanca;331;7;54;87;9;57;117;20;38;27;229;17
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12118;Torrechiva;16;<5;<5;<5;<5;<5;5;<5;<5;0;14;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12119;Torre d'En Besora, la;5;0;<5;<5;0;<5;<5;0;<5;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12120;Torre d'en Doménec, la;9;0;<5;<5;<5;<5;<5;<5;<5;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12121;Traiguera;49;<5;5;12;0;9;22;8;5;6;27;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12122;Useras/Useres, les;40;0;6;7;0;11;16;<5;7;<5;27;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12123;Vallat;<5;0;0;0;0;0;<5;<5;0;0;<5;0
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12124;Vall d'Alba;181;7;28;51;<5;43;49;8;38;11;112;12
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12125;Vall de Almonacid;19;0;7;6;<5;<5;<5;<5;<5;<5;9;<5
202301;Enero de 2023;10;Comunitat Valenciana;12;Castellón/Castelló;12126;Vall d'Uixó, la;1888;107;298;407;59;396;621;74;255;149;1291;119
